id,listing_id,date,comments
105,1,2014-05-08,"We had a wonderful experience. We had to reserve this apt in a hurry due to a family emergency and the host was very accommodating. Unfortunately, we didn't get to meet her, but she was always responsive via text or email. The apt. is very cozy and spacious. We liked that it had a full kitchen. We had a car and parking was not a problem. All in all, we would definitely reserve again!"
106,1,2014-05-18,"This is a lovely sweet place. There's no privacy in the place - there are no doors that close between the bedroom and the living area. But if you don't need that, the common area is spacious for a small apartment, the kitchen has everything you need, the porch is lovely, and there's even a grill for BBQ if you want. The host was very accommodating."
107,1,2014-05-25,"The best of what Seattle has to offer. Our host was easy-going and the place was perfect. Top notch, hassle-free lodging."
108,1,2014-05-29,"This was a wonderful apartment! It was very true to the photos and very comfortable. The host did a great job setting up a place that has all the comforts of home. Even the little amenities like umbrellas and curling iron were nice touches! The kitchen is fully furnished, this is wifi, cable TV, and the outside ambiance (patio/garden) is lovely. The apartment is a short walk (less than 10 min) from a Whole Foods and several bus stops. It's a quiet neighborhood with awesome scenery (even a strawberry patch). The host was communicative throughout the entire process, easy to work with, and was even available for our late night arrival. I absolutely loved this stay and would come back again. Thanks!"
109,1,2014-07-05,"Our journey by plane went not as planned, which led to different arrival and in meeting the host later in the week. She is a friendly person. The neighbourhood is residential and very nice. Seattle is a true discovery. Vibrant. Great restaurants and super coffee and more. The apartment is spacious, compleet and clean. Price/quality OK"
110,10,2014-07-07,"Wonderful host. We had great communication leading up to and during our stay. She was wonderful about answering our questions quickly. The house was amazing, cute and so comfortable! The neighborhood conveniently within walking distance of a few restaurants and coffee! A very flexible and accomadating host. She even left us a hospitality basket! My family and I had a great time and felt right at home."
111,1,2014-07-08,"Wonderful, spotless, spacious apartment. Loved the outdoor sitting area. Would highly recommend it."
112,1,2014-07-13,"A great place to stay. The apartment had a great feel to it and was very comfortable. Furnishings were elegant and the futon was comfortable. Very well equipped kitchen."
113,1,2014-07-17,"We had a fantastic stay in Seattle at this lovely place. Really well situated for what we wanted to see and do - my only negative (which was our fault) was we only got up to the little shopping area a few blocks up on our last afternoon and just wished we had gone up there earlier in our stay. Thanks for all your help and certainly would come back and stay if we ever return to Seattle."
115,1,2014-07-22,"We couldn't have asked for a better experience at this apartment. It was clean, comfortable, and had everything we needed. She was very accommodating to our travel plans (we were delayed nearly a day in our arrival, and our luggage came several hours later), and she has thought of absolutely everything you could need - a hairdryer, extra pillows and towels, a map of Seattle, access to a washer/dryer, even a curling iron! Our favorite parts were the full kitchen (we made our own breakfast every morning) and the lovely patio, which was private and secluded thanks to a wall of bamboo in the yard. The apartment is also in a convenient location in Queen Anne. We didn't have a car, but were able to easily get around using the bus system and a cab once or twice (to get to a wedding, which was a little farther away). We so enjoyed wandering around the various neighborhoods in Seattle, and the place is definitely in one of the best ones.Overall, we were very happy with our stay and would do it again/recommend it to others. For the price and place, you can't beat it."
116,1,2014-08-01,"My husband and I spent our honeymoon in Seattle and had an absolutely wonderful experience in this home! The apartment is in a beautiful section of Seattle and is close to everything you could imagine. We had all of the comforts of home...a kitchen, a place to do laundry (and believe me, after climbing Mt. Rainier and swimming in Sauk Valley we needed to), a coffee maker, a couch/chair/coffee table, wifi, cooking utensils, and a great shower. We felt like Seattle was home for us and enjoyed very much coming back every evening after a long day of adventure. We were greeted like old friends, treated with much respect, and felt very welcome. My husband bought some flowers for me at Pike's Market and I didn't have a vase. Her lovely roommate graciously gave me one and I enjoyed them the entire ten day visit. Queen Anne is a stunningly beautiful area of Seattle and is so much fun to explore on it's own. Just minutes from the grocery store, great restaurants, the bus line, and gorgeous Kerry Park, The host's home is the place to stay. I would highly recommend staying here. Thank you, so very much."
117,1,2014-08-04,"The host was an excellent host before and during our stay! The QA apartment is located on the west side of hilly QA in a gorgeous location overlooking the Magnolia neighborhood. There were four of us staying at the apartment and there was ample space to hang out and cook between our weekend activities. The private outdoor patio space was definitely an added bonus. One small thing to note that isn't evident in the pictures is the bathroom is located off of the bedroom - so you need to go through the bedroom to access it...not a big deal, but just something to keep in mind for guests sharing the space. If you're looking for a centrally located, stylish apartment, this definitely fits the bill!"
118,10,2014-08-11,"We had a wonderful trip and were lucky to stay in this lovely home! Everything was as described and the host was welcoming and helpful! It's also in our favorite Seattle neighborhood. We'll be back!"
119,1,2014-08-20,"The host was very welcoming and helped so much before our stay by answering all of the questions we had. Her home was beautiful and the view/surroundings made it so peaceful and relaxing. We enjoyed staying there and had a great experience!"
120,10,2014-08-25,"The house was perfect. Ideally located with everything you would need for a stay. It was spotlessly clean and tidy and in a lovely neighbourhood. We didn't actually meet our hosts but we asked many questions before and during our stay about where to eat and the best ways to travel downtown and they were extremely helpful throughout. We were very impressed with Ballard itself. Great atmosphere about the place with lots of places to eat and some lovely shops. We visited the Woodland Zoo and Ballard Locks which are both nearby and definitely worth a visit and The Ballard Pizza Co was a great place to eat. Ballard market 2 minutes walk away was really good for groceries. We have no hesitation in recommending this house as somewhere to stay and would definitely use it again if we came back to Seattle."
121,1,2014-08-26,"We thoroughly enjoyed our stay. The apartment was lovely, clean, and exactly as shown in the photographs -- it had everything we needed. We particularly liked watching the sunset from the cozy patio.Thanks again.Ron & Karen (NZ)"
122,10,2014-08-31,"My family and I recently stayed in this town home and love it. It's beautifully decorated, clean and actually a little bit roomier than the pictures make it seem. The beds were very comfy. We loved the location and neighbourhood and can't wait to go back! Thanks for your help and hospitality."
123,1,2014-09-01,"Our host had everything ready for us to enjoy a pleasant stay. The suite was tidy, clean, and welcoming. There were fresh linen, towels, dishes and kitchen staples. Maps and city magazines were at hand. Several works of art were on subtle display; everywhere you looked, there was something pleasant to see. The house was surrounded by lush plantings, creating a tranquil oasis in an already quiet neighborhood."
124,10,2014-09-07,"My girlfriend and I had a very comfortable stay here with another couple. Everything was as described in the listing. Bonus points for the Stumptown coffee in the kitchen.We were in town for a wedding so didn't get to explore the immediate area, but it's very close to the Walrus and the Carpenter and some other good restaurants. Discovery Park is about 5 minutes away by car. Twenty minute drive to downtown. The host was incredibly responsive before and during the stay. I would stay here again."
125,1,2014-09-08,"We enjoyed our stay. The neighborhood is quiet and is easy to find parking. The host welcomed us as we arrived. Her apartment was very clean and comfortable. The bed was very comfortable. She is very good at the art of feng shui. The artwork and small details of her apartment make it very welcoming. The garden and back porch of the apt was very peaceful. A charcoal grill is included so you stay at home and cook a meal if you wish. The apartment is within walking distance of the D-line bus, it will take you downtown within minutes. Overall it was a good experience. I would stay again."
126,1,2014-09-13,"Our stay was absolutely relaxing. The place we stayed at was very private which we enjoyed. Before going out to enjoy the night in Seattle we sat on the back porch and drank a glass of wine which was a perfect way to start the night. The private patio was full of plants which made our visit even more relaxing. The host was excellent at answering our questions via email and phone when we had questions to ask. The location was great and very easy to get to downtown Seattle. You only had to take one main stretch of road and you were there. I would highly recommend staying at this apartment."
183,1,2015-02-28,"It was so cute! My fiance and I wished we could have enjoyed the balcony and the yard but even with our quick trip in and out of Seattle, it really was a perfect little spot for us to retreat to at the end of some very long days. It was clean, coming and going was easy, her directions were perfect. We had no problems. If you have a car it's close enough to Ballard Ave -- The host was kind enough to offer up some recommendations for food. One thing I didn't ask about was parking, there is only street parking, and the first night took us a few rounds on roads nearby to find a spot, but we did get to the house pretty late."
127,1,2014-09-17,"The host' apartment is very nice but I have to note a major caveat. On the first morning in the apartment I slammed my head into a ceiling beam that separates one half of the unit from the other half. Needless to say this was both shocking and very painful. Afterwards I measured the beam and the bottom of it is just 5 feet 11 inches from the floor. As the beam is painted the same color as the walls, it doesn't really stand out. It's actually amazing that I'm the first guest this seems to have happened to. I'm 6 feet 1 inch and anyone under 5'11\ in shoes won't hit the beam, but anyone over that height needs to duck every time he or she walks through the apartment and if you forget just once you'll wind up with the same near concussion that I did. Other than that everything was great but I cannot recommend the apartment for tall guests after my experience."
128,1,2014-09-21,"Our stay was amazing! My boyfriend and I said a couple of days on our (email hidden)e apartment was clean, quiet and close to downtown. The outside sitting area was really nice. The kitchen was great. The bed was so so so comfy! We often didn't want to get out! We would recommend this apartment to anyone!"
129,1,2014-09-23,"The reservation was canceled by the host 1 days before arrival. This left us scrambling for a place to stay at the last minute. Not cool! Won't book with this host again."
130,8,2014-09-23,"We just returned from a week long family (adults only) vacation in Seattle. Our trip goal was to spend time with our son who lives in Ballard and our daughter and her 'sig. other' who are from CT. We were able to find the perfect 'home port' for four adults in this lovely old house just a few blocks away from our sons place and all of the local Ballard activity. Once inside this home we knew we had made the right choice. It is top notch. Very well maintained with top of the line finishes and all of the amenities and right in the thick of things. Comfy, comfy, comfy beds. Also, this house was a very quiet space. Perfect. The host was very helpful and always available if we had questions. We were able to see so much of Seattle and the islands (of course we had our own tour guide) and then return to a super comfortable but elegant space to rest up for the next adventure. Seattle is an amazing place and there is so much to see. We did the touristy things first to learn and then local spots for fun. Climbed the mountain, rode the ferries and visited many museums and galleries. Even rode a duck for a great history tour with Capt. Baveliver. Ballard has so much to offer and we found it has the best restaurants in the city. Our last visit was 8 years ago and so much has changed. We really could have stayed another week to see more. So of course we have already started talking about another trip with the grandchildren. Can't wait."
131,1,2014-10-02,"Great little spot, easy to get to downtown via bus. The apartment was neat and tidy with all the basics. The bed was very comfortable! I definitely recommend to anyone."
132,10,2014-10-06,"We really enjoyed our stay here. Perfect size for me, my wife and our 2 kids. The townhouse was very comfortable and the hosts make you feel right at home. The hosts were super responsive to any questions. Fantastic hosts!We couldn't have asked for a better location. An easy 10 minute walk to the heart of downtown Ballard and 5 minutes to all sorts of other amenities, restaurants and cafes. Cafe Besalu has some of the best croissants you have ever tasted. We'll be back!"
133,4,2014-10-09,"Very nice basement apartment, clean with all the amenities. Super close to a park we frequented with our dog. In the early mornings there was always a dog or two out for her to play with. The host also helped us by letting us reserve a couple of extra nights because we were in a bind."
134,1,2014-10-14,"Lots of nice little touches that made us feel at home like throws on the patio sofa & a tea kettle. A super comfy bed and simple but beautiful decor. I also appreciate how much of the work the host has done herself. The apartment is close enough to everything we wanted to see. It was wonderful being so close to a grocery store with the full kitchen to make some of our meals.Overall, a most enjoyable stay."
135,4,2014-10-18,"This was a great place in a perfect location. Very close to all the shops/restaurants/bars in Upper Queen Anne. Would stay here again!"
136,4,2014-10-20,"This apt was a very welcome and clean place. It's walking distance to a little main street area w/ shops and bars and also a very short cab ride (or a ~$5 Uber ride) to the Belltown area where lots of nightlife is. One thing to note is that the sound does carry from the floor above so you may hear some footsteps, especially if sleeping in late. Not a big issue but something to note. Overall I would recommend it."
137,8,2014-10-25,"I had a wonderful stay in this apartment! It's a beautifully remodeled space and it had everything I needed. The host was very communicative and left detailed information about the apartment. Highly recommended."
138,1,2014-10-25,"We really enjoyed our stay. The area was spacious and it was great to have some of the amenities of home! The kitchen and access to laundry were very helpful. It is a couple blocks from a major bus line which made it very easy for is to navigate the city. Everything was very clean and was exactly like the pictures."
139,1,2014-10-26,"This host made me feel very welcome. The apartment was lovely; very comfortable. Lots of privacy. Nice neighborhood. I hope to stay there again."
140,4,2014-10-27,"This apartment in Queen Anne was great. It was in a convenient location near shops and restaurants, and a short cab ride to Capitol Hill. The apartment was clean and spacious enough for 3-4 people. The host was also flexible enough with the check-out, and allowed my friends to leave their luggage in the apartment until their evening flight on check-out day. We really enjoyed our stay, and would definitely book This apartment again. Thank you!"
141,1,2014-10-30,"The place was awesome, even better than the pictures made it look. Really comfortable and had everything you'd need. The host was great and I'd absolutely stay here again."
142,1,2014-10-31,"We stayed just done night at the little apartment under the host's beautiful house in the Seattle hills, but it was lovely. The apt is quite large for just 2 folks and it seems (based on what seemed like a pull-out couch) the place could accommodate 4. There is even your own personal terrace sitting area which alas we couldn't enjoy because it was raining. When we got there, we knocked to say hello to the host and in 5 minutes she gave us a great list of Seattle places to eat, dance, etc. No complaints whatsoever!"
143,1,2014-11-01,"We only stayed at for 1 night, but had a lovely time. The apartment provided more than enough space for the 3 of us, with the bed and pull-out couch. Styling in the apartment made it feel very cozy, and we definitely felt comfortable during our stay. There is free street parking available right in front of the home, which was very valuable to us. We unfortunately did not have the pleasure of meeting the host, who was very responsive and flexible with our check-in time, but we were still able to check in and out with ease.Overall, an enjoyable stay and definitely a place we would recommend."
144,4,2014-11-02,"Clean, comfortable, and convenient. This rental is in a great location. It was a great experience."
146,1,2014-11-04,"The beautiful home up the hill is the more than I thought I'd get, more lovely and updated than the pictures posted. So close to Kerry Park view point, Seattle Center, Ballard Locks, Sculpture Park and only one express bus ride from downtown Seattle.Meija's home was easy to find but, having arrived after dark, it did take us some minutes to locate the gate to the apartment, which blends in so well with the wooden fence. She constantly communicated and updated us with all possible routes to the house.You need more days to enjoy the place; spacious, full of light, peaceful and delight. All the fine things override the famous low beam from which instinct (and forewarning) saved the 6'2.5\ that is me. I met our host once and she was friendly and charming.I'll recommend it to friends, home away from away."
147,4,2014-11-09,"My friend and I had a great experience staying in this home. The location is excellent; close to all the fun but far enough away to relax. Uber rides downtown are very inexpensive!"
148,4,2014-11-10,"Did not have chance to meet the host but was good communication and easy to find and access apartment. Location is great on Queen Anne Hill which is a charming and very walkable location. Amenities of apartment were as described. Did only a one night stay but would easily accommodated lo get stay with kitchen amenities"
149,1,2014-11-14,"Thank you! My parents just thought your apt was wonderful and peaceful. They talked about how comfortable the bed was and how tranquil the space felt:) everything for them was perfect...thank you again from Nestor and myself!"
150,1,2014-11-15,"Completely met all our expectations. Quiet, comfortable and cosy. Street parking was easy. Location is very convenient for Seattle. We will stay again if available when we travel to Seattle."
151,1,2014-11-17,"This little gem is just right, with a great bed, ample kitchen, and a front porch/seating area we can't wait to use when we visit during the summer. Her placement of plants was just the right touch. And it is close to downtown and to Ballard where our daughter now lives. We are so thankful for the host's fast response to our request as our other place cancelled on us last minute. She was so accommodating and her directions were spot on!"
152,4,2014-11-19,"The host had a lovely space and was convienently located to all the major attractions downtown. It was about a 10 minute drive to everything. The home is located in a great neighborhood with a great dog park just around the block (which worked out great for me and my pup!). He had all the comforts of home readily available and the water pressure from the shower was excellent (always a deal breaker for me!). I will def stay at This again and suggest this space for anyone looking for reasonable accomodations close to the city but not caught up in all the hub bub!"
153,4,2014-11-24,"The host was an awesome host! Response times to my initial inquiry and all subsequent communications were fast and efficient. Instructions were clear and everything is exactly as I was expected and pictured. When I say he was awesome it was because he was there if we needed anything and WASN'T there when we didn't. Perfect rental experience. Thanks again!"
154,1,2014-11-24,"We had a great stay. The apartment had everything needed for a comfortable stay and a lovely outdoor space to use in better weather. The host was easy to communicate with and we were glad to find a space to so near some friends with a new baby. We're hoping to come back for more visits!"
155,10,2014-11-30,"The Cute Cozy Townhome in Ballard was also very clean and comfortable... hotel-like. We couldn't have been happier!"
156,1,2014-12-01,"Place was great. The host was great. Can't wait to come back.Everything clean, comfy, cozy, spacious. Fast internet. One heads up: be prepared to juggle some parking."
157,4,2014-12-01,"LOCATION LOCATION LOCATION! So easy to walk to Queen Anne for great coffee shops (Storyline?), restaurants and shops. Trader Joes, Safeway and a great natural health store are a 5 minute walk. Traveling with kids? There's a great park and rec centre less than a block away. Kitchen was a bit sparse but the host was quick to supply us with an extra mug when needed. Has a coffee machine (bring filters) and an assortment of cooking ware (some have seen better days but sufficient). Overall this place could be a bit cleaner (sheets weren't changed when we arrived), but having access to laundry was great! The host and his son went above and beyond in inviting our son to play upstairs in their space and even provided a few toys. It was nice to not worry about our son being too loud and rambunctious:)."
158,8,2014-12-02,"We loved this place. It was very clean, comfortable and nicely furnished. The living room was sunny and pleasant. It was perfect for our family of four adults and one child. The place is located on a very pleasant street waling distance to the main shopping area of Ballard. The host was very accommodating and responsive."
159,1,2014-12-07,"This host responded quickly to any questions. I loved how the place looked (better than the pictures in my opinion). The place was so nicely decorated, clean, and comfortable. The host's directions to the place were really helpful (GPS can be tricky) and we found it in no time. Street parking was a little tricky, but we managed to always find a spot no more than 5 minutes walking distance. The location itself was great too, with a bus stop right around the corner, and downtown Seattle a short bus ride away. Overall, had a great experience, no problems at all. Would totally come back again :)"
160,1,2014-12-18,"The host's apartment was perfect for our stay. She provided everything that we needed for our time there. It was cozy, well furnished, and felt like home. The apartment is a little more out of the way than we had hoped but it was easy to take lyft, uber, and busses everywhere we needed to go."
161,4,2014-12-26,"I booked This place for my in-laws who were visiting for the holidays, and this was perfect for them. They were very confortable staying here. The host was a great communicator and this apt. is in a great location. They loved the trader joes that was near by. :)"
162,4,2014-12-30,"We really enjoyed staying here! Pros: Location, parking, pet-friendly, cute minimalist yet home-y decor, Apple TV, board games. The host was super nice and responsive. He was also really flexible and kind enough to let us check in early. Cons: Cleanliness was decent but not great. We'd give this 3/5 stars...it needed a good deep cleaning. It was pretty dusty in some places, and the bathroom trash wasn't taken out before we got there. We wondered if this was because we asked to check in early. The neighborhood is really quiet, yet there were two issues with noise. One was that you could hear some running (little kid feet) upstairs. We didn't mind it so much because it wasn't at odd hours or above the bedroom, but I could see how it might bother other guests. The other thing is that the heater is pretty loud in the bedroom, and it did wake us up a couple times.If we could give 3.5 stars, we would. It was somewhere between average and great."
184,1,2015-03-04,"A night's stay in this apartment was perfect! It is minutes away from downtown, but still a great price. Everything was clean, and the bed was very comfortable!"
185,1,2015-03-07,"The host was very helpful in communication before and throughout our stay. She was warm in her tone even when there was a leak of water. The description of the listing was accurate, The atmosphere and setting were great!"
163,1,2014-12-31,"We very much enjoyed our stay here. We were here over the Christmas holiday week and the host was away so we didn't meet her in person but she stayed in touch and made sure we knew where to reach her in case of a problem. The space is roomier than we thought it would be. We enjoyed having our own kitchen and dining table and the living room couch made a very comfortable bed for our son on the nights he visited.We appreciated that we were able to walk to Whole Foods (less than 1/2 mile away) and our daughters home in Queen Anne neighborhood.( be aware that this walk required a fair amount of stairs uphill.)We will definitely consider staying here again next time we visit Seattle. The outdoor seating area looked quite pleasant though we weren't able to enjoy it in December. Overall, the place felt like home away from home."
164,1,2015-01-03,"Loved our stay at the Apt. Close to everything we wanted to see and do. So much better than a hotel! Felt like we had a great \home base\. Love the live plants. Again, thanks!"
165,3,2015-01-04,"Staying here was great! The hallway leading into the apartment is old and may mislead you into thinking that the apartment is equally as unkempt, but don't be fooled! The interior is beautiful, and you can tell the host put a lot of thought into decorating the space. Definitely recommend!!!"
166,4,2015-01-07,"The place was comfortable, in a great place, and has a great host. It was easy to walk to places to get coffee in the mornings and there was plenty of street parking in case you end up renting a car. There was nothing at all to complain about during the stay!"
167,1,2015-01-09,"The apartment was lovely. Everything was clean, well-kept, and the bed was very comfortable. The neighborhood was very nice, although it was a mile uphill walk to the nearest market. The only drawback was that the walls were pretty thin, so I could hear everyone upstairs and outside."
168,1,2015-01-14,"We had an absolutely amazing Seattle experience and the primary reason was the excellent conditions that we stayed in. The host provided my group with everything we required and was very helpful and prompt with any enquiries that we had regarding travel around Seattle. Located just across the road from a RapidRide bus which took us directly into the heart of downtown, this abode is perfect for those who want to be close to the city without being right in the thick of it. The establishment itself was impeccable and we had all we needed at our disposal. Highly recommended and my wife and I will definitely be staying there when we return to Seattle!"
169,4,2015-01-14,"The host is an amazing host. He is so easy to communicate with and is very accommodating. The home is perfect with everything you need. The location is great with grocery stores, restaurants, cafes, and public transportation just steps away. I will definitely being staying here anytime I'm in Seattle!"
170,1,2015-01-18,"Everything stated and presented was accurate. I so enjoyed my stay. The first night, I had a few friends over for dinner. Everything I needed was there to do so, and the host warmly supported me in my choice to have guests upon my arrival. This is my first visit to Seattle without a rent car. Although the street a little tricky if I used a cab, the bus route was very convenient from this location. I also took the light rail from airport, and it was all a breeze. I feel my stay here was the perfect choice. I hope it will be available when I again visit."
171,4,2015-01-23,"The host is a very hospitable and gracious host. He is very friendly and helpful. His communications, both in person and via text, were very helpful and made for a delightful stay. His apartment is located in a convenient spot on Queen Anne close to bus routes, excellent restaurants, grocery stores, shops and fun boutiques. The apartment is very clean and well maintained with all of amenities of home--a very comfortable place to stay if you're visiting Seattle.I was at his apartment the day of the 2015 Seahawks breathtaking win of the NFC Championship. He invited me to his home to watch the game on his 105\ screen home theater with his 3 year old son. What a treat that was! It was a very memorable Seattle experience. Thanks! I look forward to coming back."
172,4,2015-01-26,"The host was very accommodating and welcoming. My husband ad I stayed 3 nights while visiting our daughter and family who just recently moved to Queen Anne. Comfortable bed ad nice warm shower. Very close to Quee Anne Avenue shops and restaurants. Information provided was accurate and helpful."
173,4,2015-01-31,"This is a great place up on Queen Anne hill. Very quiet yet near plenty of grocery stores an cafes. The host clearly put some time and resources into renovating the apartment. The bathroom and kitchen were particularly nice, and we spent a lot of time cooking food there. We were two people looking for two beds in separate rooms, and this was a great arrangement for the price. The pullout couch in the living room was quite comfortable. One of our favorite perks was the free access to the washer and dryer. So nice when you're in town for a while, or just coming in from the rain."
174,10,2015-02-01,"Adorable space in an ideal location to explore downtown Ballard. Great hosts, they checked in on us and were very responsive with questions. Highly recommended!"
175,1,2015-02-16,"This was a fantastic place to stay. The host was very flexible and accommodating, the place was very clean and comfortable and well supplied with everything we need. It felt like home away from home!"
176,4,2015-02-16,"The host was great! He was very accommodating and the place was very nice and cozy and clean. Thank you for a wonderful experience."
177,1,2015-02-17,"The host's space was lovely and very cozy. Although we didn't end up meeting in person, she was very responsive and accommodating. We had everything we needed for our quick trip to Seattle. The location was easily accessible to major bus lines and popular neighborhoods and felt private and secure. I would definitely stay here again!"
178,1,2015-02-18,"I loved this place. Cute mid-century modern decor, very clean, comfortable bed. The host was easy to communicate with and very prompt and helpful. I especially appreciated that she allowed me to book very last minute. Another bonus was the home's lovely gardens and the flower petal-lined steps leading down to the apartment. I'll definitely check to see if her place is available the next time I'm in Seattle."
179,1,2015-02-19,"The host's home was wonderful and perfect for my needs. Even though I was unexpectedly in Seattle and booking late she contacted me promptly and greeted me warmly."
180,1,2015-02-23,"Great stay, the home was very cute and cozy."
181,1,2015-02-26,"The host was quick to respond to my request and we found her apartment as advertised. Cute little place, good price, no complaints!"
182,1,2015-02-27,"My boyfriend and I enjoyed our stay at this apartment. We loved the way it was decorated inside, from the plants to furniture. The bed was super comfortable and the surrounding gardening was perfect. The host have great directions for an easy check in and was quick to respond to questions. We thoroughly enjoyed our stay and would love to come back."
342,1,2015-12-07,"It was a wonderful stay! Beautiful, clean apartment. A bit tricky to find on a dark, rainy night. Also a little hard to find parking. Would stay again!"
186,4,2015-03-09,"We enjoyed staying here for 3 weeks with our little dog. The host was very kind and accommodating to us. The place was very clean and cozy. We really liked how comfortable our bed was! The Apple TV (with HBO Go) was really nice to have as well. It was great to have within walking distance, a park (one block away), Trader Joe's, and Storyville Coffee. We would stay here again!"
187,1,2015-03-10,"Great spot and a good value. Easy parking and access to a main road that will get you downtown quickly. Would definitely stay here again."
188,1,2015-03-11,"Great communication!! The host did a wonderful job of getting me all the info I needed to ensure a pleasant, trouble-free stay."
189,1,2015-03-15,"The home was cozy - it had a bed, pull-out couch, full kitchen, dining table, and a clean bathroom. The space does have low ceilings (maybe 6.5'?), but there is a beam in the middle that my husband almost hit his head on (he's 5'11\). Other than that, everything was clean and in working order. The garden area is beautiful and there is a nice view. You can hear traffic a bit, but only if the doors/windows are open. I did not actually meet the host, but my husband and I were running around a lot so I'm not surprised. The neighborhood was nice, very residential area. It didn't seem like there was a whole lot within walking distance (a couple of restaurants and an Irish pub), but it was very close to public transit which was able to take us everywhere we needed to go."
190,1,2015-03-17,"We stayed here for a quick overnight stop in Seattle on our way up the coast. The space is so adorable. I wanted her to come decorate our own house. We loved it. The bed was insanely comfy. It was a little difficult to find street parking at night but during the day was fine. I have no complaints, everything was easy and comfortable. Thanks!!"
191,1,2015-03-22,"The host gave me all the info i needed to find her place..the apartment was lovely,spacious and felt very welcoming!She was available via text if there was an issue.She made a point to check in with me and making sure I was fine.I loved the Queen Anne area and enjoyed the peaceful surroundings."
192,4,2015-03-24,"My parents stayed in this apartment when they were here visiting from out of town. The place was great! Clean, neat and super functional. It's a cozy little apartment in a great location. My parents couldn't have been happier!"
193,4,2015-03-27,"The listing is pretty much on par to the description, and the pictures tell it all. Our stay was very comfortable, everything was very clean, grabbing the keys was the easiest we ran into on our road trip of a few other cities. The space was also very private, we didn't run into the host at all, although we knew he was upstairs (think of apt living when someone is above you). Nothing too crazy, pretty quiet for the most part during our stay except for one night, but it's understandable. Instruction booklet is clear and bathroom was really nice and clean. The location was great too. I would consider staying here again in the future."
194,4,2015-03-30,"Great place to stay in a quiet, beautiful neighborhood. Loved the shops and restaurants within walking distance! The place is very clean and well decorated. Thanks!"
195,4,2015-04-03,"Great location. The host was super helpful and accommodating. A cold beer in the fridge, comfortable bed and clean place. I'd definitely stay there again!"
196,1,2015-04-05,"My partner and I had a wonderful experience here. Her patio was inviting and quaint with flowers, and foliage everywhere-- definitely a place I would want to relax! The apartment was stocked with the essentials (hair dryer, towels, curling iron, extra pillows, etc). The bed was very comfortable, and we had everything we needed for our 4 day stay. We didn't realize until the last day that no one was home in the main house above us, when we spoke to the host for the first time. She was a very friendly and open person, and it was apparent she cared about her guests' comfort. We would definitely stay here again."
197,10,2015-04-05,"The host was very responsive to our initial booking request and all the follow-up questions we had. We coordinated our arrival easily and their home is a lovely town home in Ballard. We enjoyed the upstairs bedrooms w/ a jointly shared bath, making traveling with one of our parents easy and more cozy than two hotel rooms. The main floor with a living room and kitchen was nice to relax in during the evenings. Very clean and decorated nicely. We would enjoy a stay again!"
198,4,2015-04-06,"This home has tons of amenities and he has put care into making it easy to navigate the home and the neighborhood. We appreciated the binder with information, felt comfortable in the home and found it perfect for two of us!"
199,1,2015-04-06,"Beautiful space. Perfect for the two of us. We'll be coming back!"
200,4,2015-04-08,"This is the quietest rental I have ever stayed at. Great location with a memory foam bed and pull out second bed. My daughter and I used it as our base to explore UW and all of Seattle. It fit the job perfectly and would come back here again."
201,4,2015-04-10,"The apartment was exactly as described. Queen Anne is a great neighborhood and we felt completely at home there. It is close to downtown and is walking distance to coffee shops and restaurants. The host was very quick to respond. We would definitely stay there again!"
202,4,2015-04-12,"My friend and I spent a couple of days at this place. It's in a good location, short drive to downtown and close to restaurants and grocery stores. The place itself, the beds, the pillows are very comfortable but the suite was not very clean. We brought this up with the host, he replied right away and sent his cleaner the next day. Even though he said the cleaner had cleaned the place the morning we arrived. Unfortunately the cleaner didn't do a good job. Other than day, the sheets and towels were clean and the host was very quick to respond to my emails and apologized for the inconvenience."
203,1,2015-04-14,"The host is a welcoming and friendly. The apartment is in a nice quiet neighborhood and we were comfortable walking around it. We were so pleased that it was only a few blocks from our daughters so we could easily visit her without driving from a hotel. The apartment is roomy, clean, and well supplied.The cost is very reasonable. We enjoyed staying there and hope to again. Thanks for sharing the apartment with us!"
204,6,2015-04-18,"Great location and super great host."
205,4,2015-04-19,"Hospitality was great! He checked in to make sure we had everything we needed. He had beers in the fridge and a cross-referenced map of restaurants, cafes and stores with descriptions & recommendations. The neighborhood was beautiful and quaint and the \garden\ unit was only two blocks from Queen Anne Ave. The unit, while having somewhat low ceilings, was bright, clean and stylish. It was stocked with cooking utensils, coffee and coffee maker, toaster oven, blender, etc. Also, lots of clean towels and extra bedding. The bed was pretty comfortable, too! The TV had clear instructions, with tons of subscriptions on AppleTV and also a DVD player available for use. There was also a dedicated parking spot that went along with the unit. It was just what we needed for our stay. :)"
206,10,2015-04-19,"We had a great experience at this townhome. The host left us a welcome gift of local artisan popcorn and a bottle of wine... who doesn't love that! The townhome is conveniently located so we were able to walk to all the restaurants, shops, and farmers market in Ballard. We would definitely stay again and highly recommend for anyone traveling to Seattle!"
207,4,2015-04-21,"This place is just fantastic. Clean, quiet, lovely, and incredibly convenient -- I never had any issues getting anywhere around town. The host was quick to reach out to see if I needed anything, and quick to respond when I had questions about the neighborhood. Highly recommended!"
